artist,song,original_path,drum_path,n_drum_tracks_merged,n_notes,n_unique_drums,bpm,duration
Frankie Goes to Hollywood,Relax.3.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax.3.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Frankie_Goes_to_Hollywood__Relax.3.mid,1,2715,11,121.00189569636592,226.9876628125
Frankie Goes to Hollywood,Relax.4.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax.4.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Frankie_Goes_to_Hollywood__Relax.4.mid,1,2801,15,115.00201253521936,240.86535
Frankie Goes to Hollywood,Relax.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/Relax.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Frankie_Goes_to_Hollywood__Relax.mid,1,2090,11,116.00030933415822,233.43091433333333
Frankie Goes to Hollywood,The Power of Love.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Frankie Goes to Hollywood/The Power of Love.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Frankie_Goes_to_Hollywood__The_Power_of_Love.mid,1,739,14,94.99950417369088,298.88810609374997
Garbage,Hammering in My Head.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Hammering in My Head.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Hammering_in_My_Head.mid,1,3601,19,145.00003625000906,286.1378595
Garbage,I Think I'm Paranoid.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/I Think I'm Paranoid.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__I_Think_I'm_Paranoid.mid,1,3231,9,115.0000287500072,214.71733762499997
Garbage,Medication.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Medication.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Medication.mid,1,3434,16,82.49999286668933,247.42855583333338
Garbage,Milk.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Milk.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Milk.mid,1,712,6,94.00012846684224,234.87600878958332
Garbage,No. 1 Crush.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/No. 1 Crush.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__No._1_Crush.mid,3,4049,10,93.99998120000376,278.297928
Garbage,Not My Idea.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Not My Idea.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Not_My_Idea.mid,1,1503,7,100.0,230.4
Garbage,Only Happy When It Rains.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Only Happy When It Rains.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Only_Happy_When_It_Rains.1.mid,1,4744,13,120.0,238.0
Garbage,Push It.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Push It.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Push_It.1.mid,1,3905,16,123.99999173333387,250.18953280833335
Garbage,Push It.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Push It.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Push_It.mid,1,3905,16,123.99999173333387,250.18953280833335
Garbage,Queer.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Queer.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Queer.1.mid,1,2676,8,100.0,256.8
Garbage,Queer.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Queer.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Queer.mid,1,1832,7,90.00009000009,278.3191676041667
Garbage,Sleep Together.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Sleep Together.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Sleep_Together.mid,1,4729,15,130.00013000013,236.30745599999997
Garbage,Special.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Special.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Special.1.mid,1,2842,8,140.00014000014,219.85692300000002
Garbage,Special.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Special.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Special.mid,1,2842,8,140.00014000014,219.85692300000002
Garbage,Stupid Girl.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Stupid Girl.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Stupid_Girl.1.mid,2,3597,6,120.0,256.3333333333333
Garbage,Stupid Girl.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Stupid Girl.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Stupid_Girl.2.mid,2,3597,6,120.0,256.3333333333333
Garbage,Stupid Girl.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Stupid Girl.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Stupid_Girl.mid,2,3597,6,120.0,256.3333333333333
Garbage,Temptation Waits.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/Temptation Waits.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__Temptation_Waits.mid,1,6640,22,125.0,277.92
Garbage,The World Is Not Enough.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/The World Is Not Enough.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__The_World_Is_Not_Enough.mid,1,1696,8,86.00005160003096,234.418464
Garbage,When I Grow Up.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/When I Grow Up.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__When_I_Grow_Up.mid,1,4304,17,130.00013000013,214.73055449999998
Garbage,You Look So Fine.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Garbage/You Look So Fine.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Garbage__You_Look_So_Fine.mid,1,7440,21,100.0,328.8
Howard Jones,Everlasting Love.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Howard Jones/Everlasting Love.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Howard_Jones__Everlasting_Love.mid,11,1805,11,120.0,203.0859375
Howard Jones,Life in One Day.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Howard Jones/Life in One Day.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Howard_Jones__Life_in_One_Day.mid,1,3982,10,112.00005973336519,257.1371396458334
Howard Jones,Things Can Only Get Better.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Howard Jones/Things Can Only Get Better.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Howard_Jones__Things_Can_Only_Get_Better.1.mid,1,4226,16,124.00024800102562,261.54723646875004
Howard Jones,Things Can Only Get Better.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Howard Jones/Things Can Only Get Better.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Howard_Jones__Things_Can_Only_Get_Better.mid,1,1754,9,112.00089600716802,212.23602531250003
INXS,Bitter Tears.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Bitter Tears.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/INXS__Bitter_Tears.mid,6,3039,6,120.0,224.3046875
INXS,Disappear.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Disappear.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/INXS__Disappear.mid,7,2703,7,120.0,339.3333333333333
INXS,Need You Tonight.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Need You Tonight.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/INXS__Need_You_Tonight.mid,7,1608,7,120.0,158.23697916666666
INXS,Never Tear Us Apart.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Never Tear Us Apart.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/INXS__Never_Tear_Us_Apart.1.mid,10,1139,10,120.0,106.15625
INXS,New Sensation.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/New Sensation.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/INXS__New_Sensation.mid,11,2397,11,113.00073450477427,364.06843000000003
INXS,Not Enough Time.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Not Enough Time.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/INXS__Not_Enough_Time.mid,1,3428,13,96.0,244.375
INXS,Taste It.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/Taste It.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/INXS__Taste_It.mid,1,2859,11,114.50327693459647,207.09239000000005
INXS,The Swing.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/The Swing.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/INXS__The_Swing.1.mid,1,1301,10,122.99996925000767,236.82932750000003
INXS,The Swing.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/The Swing.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/INXS__The_Swing.mid,1,1301,10,123.00022140039852,236.828842
INXS,What You Need.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/INXS/What You Need.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/INXS__What_You_Need.2.mid,1,1115,7,124.000248000496,190.98752125000001
New Order,Bizarre Love Triangle.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/Bizarre Love Triangle.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/New_Order__Bizarre_Love_Triangle.1.mid,15,4354,18,116.99988885010558,409.23115800000005
New Order,Bizarre Love Triangle.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/Bizarre Love Triangle.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/New_Order__Bizarre_Love_Triangle.mid,15,4354,18,118.00013373348487,407.796148
New Order,Blue Monday.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/Blue Monday.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/New_Order__Blue_Monday.1.mid,9,4366,9,133.00024161710562,454.73601599999995
New Order,Blue Monday.3.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/Blue Monday.3.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/New_Order__Blue_Monday.3.mid,9,4366,10,133.00024161710562,454.73601599999995
New Order,Blue Monday.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/Blue Monday.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/New_Order__Blue_Monday.mid,9,4366,10,132.9999468000213,456.54153599999995
New Order,True Faith.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/True Faith.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/New_Order__True_Faith.mid,5,2325,6,122.00006913337249,327.66374875
New Order,World.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/New Order/World.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/New_Order__World.mid,1,6090,13,123.500127000254,285.38131999999996
OMD,Enola Gay (OMD vs. Sash radio edit).1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/OMD/Enola Gay (OMD vs. Sash radio edit).1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/OMD__Enola_Gay_(OMD_vs._Sash_radio_edit).1.mid,2,1629,6,142.0000710000355,211.26749999999998
OMD,Enola Gay (OMD vs. Sash radio edit).mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/OMD/Enola Gay (OMD vs. Sash radio edit).mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/OMD__Enola_Gay_(OMD_vs._Sash_radio_edit).mid,8,1428,10,100.50001275000638,195.2
Pet Shop Boys,Always on My Mind   In My House.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Always_on_My_Mind___In_My_House.1.mid,1,4811,14,124.000248000496,211.18909375
Pet Shop Boys,Always on My Mind   In My House.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Always_on_My_Mind___In_My_House.2.mid,1,4565,8,121.00003456668625,135.770416
Pet Shop Boys,Always on My Mind   In My House.4.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.4.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Always_on_My_Mind___In_My_House.4.mid,1,7178,12,125.0,241.92000000000002
Pet Shop Boys,Always on My Mind   In My House.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Always on My Mind   In My House.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Always_on_My_Mind___In_My_House.mid,1,3594,11,114.00125401379417,296.148058125
Pet Shop Boys,Always.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Always.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Always.mid,2,4984,13,128.0,228.9375
Pet Shop Boys,Before.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Before.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Before.mid,1,7443,16,124.000248000496,249.65801882812502
Pet Shop Boys,Being Boring.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Being Boring.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Being_Boring.mid,2,2878,2,120.0,297.7239583333333
Pet Shop Boys,Can You Forgive Her.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Can You Forgive Her.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Can_You_Forgive_Her.mid,1,202,2,123.00022140039852,218.86139466666668
Pet Shop Boys,Domino Dancing.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Domino Dancing.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Domino_Dancing.mid,1,3740,10,110.00091667430561,263.5887125
Pet Shop Boys,Go West.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Go_West.1.mid,1,4035,6,115.0000287500072,273.34232296874995
Pet Shop Boys,Go West.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Go_West.2.mid,1,2794,6,120.0,314.8125
Pet Shop Boys,Go West.3.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.3.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Go_West.3.mid,1,4035,6,115.00002875000717,273.343409925
Pet Shop Boys,Go West.4.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.4.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Go_West.4.mid,1,4035,6,115.00002875000717,273.343409925
Pet Shop Boys,Go West.5.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.5.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Go_West.5.mid,1,3925,9,120.0,270.8255208333333
Pet Shop Boys,Go West.6.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.6.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Go_West.6.mid,1,4035,6,120.0,261.95416666666665
Pet Shop Boys,Go West.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Go West.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Go_West.mid,1,5595,8,120.0,298.0286458333333
Pet Shop Boys,Heart.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Heart.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Heart.1.mid,1,4931,19,126.00012600012602,251.40351843749997
Pet Shop Boys,Heart.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Heart.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Heart.mid,4,4931,19,126.00012600012599,249.49975050000003
Pet Shop Boys,I Wouldnt Normally Do This Kind of Thing.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/I Wouldnt Normally Do This Kind of Thing.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__I_Wouldnt_Normally_Do_This_Kind_of_Thing.mid,3,1663,6,134.00005806669182,177.313356
Pet Shop Boys,It's Alright.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/It's Alright.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__It's_Alright.mid,1,3043,11,120.0,228.02083333333331
Pet Shop Boys,It's a Sin.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/It's a Sin.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__It's_a_Sin.1.mid,8,3231,16,127.500065000065,253.80899999999997
Pet Shop Boys,It's a Sin.3.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/It's a Sin.3.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__It's_a_Sin.3.mid,1,2060,13,128.0,286.77978515625
Pet Shop Boys,It's a Sin.4.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/It's a Sin.4.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__It's_a_Sin.4.mid,1,3100,16,127.500065000065,252.65515499999998
Pet Shop Boys,It's a Sin.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/It's a Sin.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__It's_a_Sin.mid,1,2932,8,126.00012600012602,355.55519999999996
Pet Shop Boys,Liberation.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Liberation.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Liberation.1.mid,1,3896,8,107.00012661681652,253.57446629166665
Pet Shop Boys,Liberation.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Liberation.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Liberation.mid,1,3896,8,107.00146235331883,255.81426083333335
Pet Shop Boys,One in a Million.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/One in a Million.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__One_in_a_Million.1.mid,2,1791,9,129.00007740004645,226.79056159999996
Pet Shop Boys,One in a Million.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/One in a Million.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__One_in_a_Million.2.mid,2,1791,9,129.00007740004645,226.79056159999996
Pet Shop Boys,One in a Million.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/One in a Million.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__One_in_a_Million.mid,1,1791,9,129.0017415235106,228.64759151041665
Pet Shop Boys,Paninaro '95.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Paninaro '95.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Paninaro_'95.1.mid,1,5842,17,124.000248000496,253.50755750000002
Pet Shop Boys,Paninaro '95.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Paninaro '95.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Paninaro_'95.mid,1,5836,16,124.000248000496,253.50755750000002
Pet Shop Boys,Se a Vida E (That's the Way Life Is).1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Se a Vida E (That's the Way Life Is).1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Se_a_Vida_E_(That's_the_Way_Life_Is).1.mid,2,5584,26,91.99998773333496,265.9239485
Pet Shop Boys,Se a Vida E (That's the Way Life Is).mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/Se a Vida E (That's the Way Life Is).mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__Se_a_Vida_E_(That's_the_Way_Life_Is).mid,1,7018,18,93.00004185001883,263.870849
Pet Shop Boys,So Hard.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/So Hard.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__So_Hard.1.mid,1,4619,8,124.000248000496,231.23945687500003
Pet Shop Boys,So Hard.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/So Hard.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__So_Hard.mid,3,4619,8,124.000248000496,229.305993
Pet Shop Boys,West End Girls.1.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/West End Girls.1.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__West_End_Girls.1.mid,1,3141,11,114.0001710002565,271.58128122395834
Pet Shop Boys,West End Girls.2.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/West End Girls.2.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__West_End_Girls.2.mid,2,3141,11,114.0001710002565,271.58128122395834
Pet Shop Boys,West End Girls.3.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/West End Girls.3.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__West_End_Girls.3.mid,2,3141,11,113.99995440001824,273.68706122916666
Pet Shop Boys,West End Girls.4.mid,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Pet Shop Boys/West End Girls.4.mid,/Users/donghyunhahn/Documents/GitHub/synth_music_generator/processed/drums_all/Pet_Shop_Boys__West_End_Girls.4.mid,5,3137,11,114.00125401379417,358.5048283333333
