artist,song,bpm,has_drums,n_drum_notes,n_total_tracks,filepath
Tears for Fears,Shout.2.mid,98.00014373354414,True,7082,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Shout.2.mid
Tears for Fears,Shout.3.mid,98.00078400627207,True,7082,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Shout.3.mid
Tears for Fears,Shout.4.mid,97.9999836666694,True,7081,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Shout.4.mid
Tears for Fears,Shout.5.mid,98.00014373354416,True,7081,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Shout.5.mid
Tears for Fears,Shout.mid,95.00014250021376,True,2510,17,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Shout.mid
Tears for Fears,Sowing the Seeds of Love.1.mid,143.50070471141632,True,2913,15,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Tears for Fears/Sowing the Seeds of Love.1.mid
The Cars,Bye Bye Love.mid,130.00013000013,True,1713,7,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Bye Bye Love.mid
The Cars,Drive.1.mid,83.0000650167176,True,2457,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Drive.1.mid
The Cars,Drive.2.mid,82.99995020002989,True,2457,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Drive.2.mid
The Cars,Drive.3.mid,130.00013000013,True,2035,7,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Drive.3.mid
The Cars,Drive.4.mid,84.00008400008399,True,2748,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Drive.4.mid
The Cars,Drive.5.mid,83.0000650167176,True,2457,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Drive.5.mid
The Cars,Drive.mid,86.00054467011624,True,2457,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Drive.mid
The Cars,Good Times Roll.1.mid,109.00172586065946,True,1346,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Good Times Roll.1.mid
The Cars,Good Times Roll.mid,109.00014170018423,True,1346,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Good Times Roll.mid
The Cars,It's All I Can Do.mid,120.0,True,1591,7,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/It's All I Can Do.mid
The Cars,Just What I Needed.1.mid,130.00013000013,True,1158,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Just What I Needed.1.mid
The Cars,Just What I Needed.2.mid,130.00013000013,True,1158,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Just What I Needed.2.mid
The Cars,Just What I Needed.mid,130.0023833770286,True,1158,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Just What I Needed.mid
The Cars,Let's Go.1.mid,131.00007641671124,True,1674,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Let's Go.1.mid
The Cars,Let's Go.2.mid,131.00007641671124,True,1673,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Let's Go.2.mid
The Cars,Let's Go.3.mid,131.00007641671124,True,1673,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Let's Go.3.mid
The Cars,Let's Go.mid,131.0015065173249,True,1669,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Let's Go.mid
The Cars,My Best Friend's Girl.mid,120.0,True,1553,7,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/My Best Friend's Girl.mid
The Cars,Shake It Up.mid,151.00037750094376,True,2498,20,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Shake It Up.mid
The Cars,Tonight She Comes.mid,145.00003625000906,True,2053,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/Tonight She Comes.mid
The Cars,You Might Think.1.mid,137.99987580011177,True,4063,18,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/You Might Think.1.mid
The Cars,You Might Think.2.mid,137.99987580011177,True,4063,19,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/You Might Think.2.mid
The Cars,You Might Think.3.mid,138.000828004968,True,4063,18,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/You Might Think.3.mid
The Cars,You Might Think.mid,138.00019320027047,True,4063,18,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Cars/You Might Think.mid
The Human League,Don't You Want Me.mid,118.0010620095581,True,2326,11,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Human League/Don't You Want Me.mid
The Human League,Tell Me When.mid,120.0,True,4723,10,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/The Human League/Tell Me When.mid
Ultravox,Vienna.mid,72.0000288000115,True,560,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Ultravox/Vienna.mid
Visage,Fade to Gray.mid,115.00002875000717,True,1460,14,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Visage/Fade to Gray.mid
Visage,Fade to Grey.mid,112.00005973336519,True,1547,18,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Visage/Fade to Grey.mid
Wham!,Careless Whisper.1.mid,77.99997660000702,True,4006,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Wham!/Careless Whisper.1.mid
Wham!,Careless Whisper.2.mid,78.00007800007802,True,4006,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Wham!/Careless Whisper.2.mid
Wham!,Careless Whisper.mid,78.00007800007802,True,4006,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Wham!/Careless Whisper.mid
Wham!,Everything She Wants.1.mid,115.0000287500072,True,2381,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Wham!/Everything She Wants.1.mid
Wham!,Everything She Wants.mid,110.05502751375687,True,7163,7,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Wham!/Everything She Wants.mid
Wham!,If You Were There.mid,127.00025400050801,True,1713,8,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Wham!/If You Were There.mid
Yazoo,Don't Go.mid,128.0,True,3097,13,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Yazoo/Don't Go.mid
Yazoo,Situation.mid,92.00055200331204,True,3154,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/Yazoo/Situation.mid
a-ha,Hunting High and Low.mid,100.0,True,1031,12,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/a-ha/Hunting High and Low.mid
a-ha,Take On Me.6.mid,155.00031000062,True,2294,9,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/a-ha/Take On Me.6.mid
a-ha,The Living Daylights.1.mid,120.99994353335967,True,3602,22,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/a-ha/The Living Daylights.1.mid
a-ha,The Living Daylights.mid,120.99994353335968,True,3602,22,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/a-ha/The Living Daylights.mid
a-ha,The Sun Always Shines on TV.mid,132.000132000132,True,2466,44,/Users/donghyunhahn/Desktop/spring 2026/cse 153/Assignment 2/data/clean_midi/a-ha/The Sun Always Shines on TV.mid
